transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240119-0000001,WALL-0138681,MERCH-00358,PM-04,DEV-03,2024-01-19 06:28:40,90.18,1.8036,0.0,9,Success,Bill Payment,Bangalore,INR,False
TXN-20240119-0000002,WALL-0125796,MERCH-00265,PM-01,DEV-05,2024-01-19 03:13:04,16.5,0.0,0.0,1,Success,Subscription,Dhaka,BDT,False
TXN-20240119-0000003,WALL-0070216,MERCH-00095,PM-01,DEV-01,2024-01-19 17:04:49,58.75,0.0,0.0,5,Success,Purchase,Manila,MMK,False
TXN-20240119-0000004,WALL-0124617,MERCH-00179,PM-05,DEV-01,2024-01-19 18:56:16,51.14,0.0,2.5568,5,Success,Purchase,Pathein,VND,False
TXN-20240119-0000005,WALL-0119311,MERCH-00063,PM-01,DEV-02,2024-01-19 18:17:11,15.56,0.0,0.3112,1,Success,Purchase,Taunggyi,MMK,False
TXN-20240119-0000006,WALL-0071510,MERCH-00120,PM-03,DEV-02,2024-01-19 10:21:59,47.84,0.3827,0.0,4,Success,Purchase,Pathein,MMK,False
TXN-20240119-0000007,WALL-0108946,MERCH-00377,PM-04,DEV-02,2024-01-19 13:11:53,63.34,1.2668,0.0,6,Success,Purchase,Siem Reap,KHR,False
TXN-20240119-0000008,WALL-0033846,MERCH-00415,PM-04,DEV-02,2024-01-19 18:24:09,72.9,1.4581,0.0,7,Success,Payment,Quezon City,PHP,False
TXN-20240119-0000009,WALL-0012447,MERCH-00198,PM-01,DEV-01,2024-01-19 06:07:12,15.11,0.0,0.0,1,Success,Purchase,Quezon City,PHP,False
TXN-20240119-0000010,WALL-0019764,MERCH-00444,PM-05,DEV-01,2024-01-19 19:30:54,172.79,0.0,0.0,17,Success,Tax Payment,Mawlamyine,MMK,False
TXN-20240119-0000011,WALL-0016964,MERCH-00183,PM-01,DEV-02,2024-01-19 10:46:31,70.18,0.0,3.5092,7,Success,Purchase,Naypyidaw,MMK,False
TXN-20240119-0000012,WALL-0084901,MERCH-00062,PM-01,DEV-01,2024-01-19 16:20:38,29.68,0.0,0.5936,2,Success,Purchase,Jaipur,INR,False
TXN-20240119-0000013,WALL-0115198,MERCH-00414,PM-04,DEV-04,2024-01-19 04:02:40,30.02,0.6005,0.0,3,Success,Payment,Surabaya,IDR,False
TXN-20240119-0000014,WALL-0129389,MERCH-00339,PM-02,DEV-02,2024-01-19 18:19:16,41.7,0.0834,0.0,0,Reversed,Bill Payment,Chittagong,MYR,False
TXN-20240119-0000015,WALL-0051084,MERCH-00444,PM-04,DEV-02,2024-01-19 07:41:52,55.18,1.1036,0.0,5,Success,Tax Payment,Dhaka,BDT,False
TXN-20240119-0000016,WALL-0001448,MERCH-00073,PM-04,DEV-03,2024-01-19 15:41:43,27.13,0.5427,0.5427,2,Success,Purchase,Singapore,SGD,False
TXN-20240119-0000017,WALL-0074662,MERCH-00052,PM-05,DEV-04,2024-01-19 11:52:49,11.78,0.0,0.2356,1,Success,Purchase,Ho Chi Minh City,MYR,False
TXN-20240119-0000018,WALL-0009384,MERCH-00145,PM-01,DEV-01,2024-01-19 14:34:22,115.93,0.0,5.7965,11,Success,Purchase,Hanoi,VND,False
TXN-20240119-0000019,WALL-0145826,MERCH-00294,PM-02,DEV-02,2024-01-19 09:01:44,408.35,0.8167,32.6681,81,Success,Purchase,Hanoi,MMK,False
TXN-20240119-0000020,WALL-0085323,MERCH-00078,PM-05,DEV-01,2024-01-19 12:52:59,14.33,0.0,0.2866,1,Success,Purchase,Mandalay,MMK,False
TXN-20240119-0000021,WALL-0022803,MERCH-00293,PM-04,DEV-02,2024-01-19 23:29:48,1025.87,20.5174,82.0697,205,Success,Purchase,Jakarta,IDR,False
TXN-20240119-0000022,WALL-0130427,MERCH-00355,PM-03,DEV-01,2024-01-19 14:57:18,126.64,1.0131,0.0,12,Success,Bill Payment,Naypyidaw,MMK,False
TXN-20240119-0000023,WALL-0107789,MERCH-00191,PM-04,DEV-01,2024-01-19 07:35:11,6.52,0.1304,0.0,0,Success,Purchase,Chennai,INR,False
TXN-20240119-0000024,WALL-0000387,MERCH-00004,PM-04,DEV-02,2024-01-19 20:48:14,29.51,0.5902,0.5902,2,Success,Purchase,Mawlamyine,MMK,False
TXN-20240119-0000025,WALL-0115257,MERCH-00402,PM-04,DEV-01,2024-01-19 16:40:45,55.33,1.1067,0.0,5,Success,Payment,Naypyidaw,MMK,False
TXN-20240119-0000026,WALL-0134836,MERCH-00493,PM-01,DEV-05,2024-01-19 07:53:55,59.79,0.0,0.0,5,Success,Payment,Bago,MMK,False
TXN-20240119-0000027,WALL-0015946,MERCH-00075,PM-01,DEV-03,2024-01-19 12:28:25,14.21,0.0,0.2842,1,Success,Purchase,Kolkata,MMK,False
TXN-20240119-0000028,WALL-0094236,MERCH-00391,PM-01,DEV-02,2024-01-19 15:02:18,42.12,0.0,0.0,4,Success,Purchase,Myitkyina,MMK,False
TXN-20240119-0000029,WALL-0125678,MERCH-00356,PM-01,DEV-01,2024-01-19 12:38:46,57.96,0.0,0.0,5,Success,Bill Payment,Singapore,SGD,False
TXN-20240119-0000030,WALL-0127535,MERCH-00049,PM-01,DEV-01,2024-01-19 07:24:43,33.24,0.0,0.6649,3,Success,Purchase,Phnom Penh,KHR,False
