transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240115-0000001,WALL-0064858,MERCH-00224,PM-02,DEV-01,2024-01-15 20:59:50,10.25,0.0205,0.0,1,Success,Purchase,Kolkata,INR,False
TXN-20240115-0000002,WALL-0001734,MERCH-00411,PM-01,DEV-01,2024-01-15 12:29:00,48.97,0.0,0.0,0,Pending,Payment,Davao,PHP,False
TXN-20240115-0000003,WALL-0085605,MERCH-00209,PM-04,DEV-03,2024-01-15 09:39:32,5.0,0.1,0.0,0,Success,Purchase,Kandy,PHP,False
TXN-20240115-0000004,WALL-0096208,MERCH-00327,PM-05,DEV-02,2024-01-15 21:02:27,67.75,0.0,0.0,6,Success,Bill Payment,Bago,MMK,False
TXN-20240115-0000005,WALL-0147981,MERCH-00082,PM-05,DEV-01,2024-01-15 16:00:25,31.4,0.0,0.0,3,Success,Purchase,Cebu City,MMK,False
TXN-20240115-0000006,WALL-0115656,MERCH-00350,PM-01,DEV-02,2024-01-15 14:33:01,31.6,0.0,0.0,0,Pending,Bill Payment,Pune,INR,False
TXN-20240115-0000007,WALL-0040160,MERCH-00204,PM-01,DEV-01,2024-01-15 20:14:11,12.88,0.0,0.0,1,Success,Purchase,Islamabad,PKR,False
TXN-20240115-0000008,WALL-0016494,MERCH-00391,PM-05,DEV-01,2024-01-15 18:45:40,63.42,0.0,0.0,6,Success,Purchase,Pathein,MMK,False
TXN-20240115-0000009,WALL-0062917,MERCH-00212,PM-03,DEV-01,2024-01-15 00:27:45,7.86,0.0629,0.0,0,Success,Purchase,Mawlamyine,MMK,False
TXN-20240115-0000010,WALL-0021601,MERCH-00236,PM-01,DEV-02,2024-01-15 14:57:49,11.73,0.0,0.0,1,Success,Subscription,Mandalay,MMK,False
TXN-20240115-0000011,WALL-0109902,MERCH-00285,PM-02,DEV-02,2024-01-15 17:29:43,218.29,0.4366,17.4635,43,Success,Purchase,Mandalay,MMK,False
TXN-20240115-0000012,WALL-0025687,MERCH-00165,PM-04,DEV-02,2024-01-15 20:26:59,362.42,7.2484,18.1211,36,Success,Purchase,Pathein,MMK,False
TXN-20240115-0000013,WALL-0071630,MERCH-00313,PM-03,DEV-03,2024-01-15 21:23:33,20.0,0.16,0.0,2,Success,Bill Payment,Mandalay,MMK,False
TXN-20240115-0000014,WALL-0131639,MERCH-00232,PM-02,DEV-01,2024-01-15 16:09:11,6.99,0.014,0.0,0,Success,Subscription,Bandung,IDR,False
TXN-20240115-0000015,WALL-0040866,MERCH-00224,PM-02,DEV-01,2024-01-15 14:46:20,8.01,0.016,0.0,0,Success,Purchase,Bangkok,MYR,False
TXN-20240115-0000016,WALL-0021518,MERCH-00184,PM-02,DEV-02,2024-01-15 19:58:50,426.99,0.854,21.3493,42,Success,Purchase,Chittagong,BDT,False
TXN-20240115-0000017,WALL-0009892,MERCH-00236,PM-02,DEV-02,2024-01-15 19:57:19,15.85,0.0317,0.0,1,Success,Subscription,Taunggyi,MMK,False
TXN-20240115-0000018,WALL-0055869,MERCH-00146,PM-01,DEV-02,2024-01-15 11:43:31,37.07,0.0,1.8536,3,Success,Purchase,Phuket,THB,False
TXN-20240115-0000019,WALL-0090377,MERCH-00459,PM-01,DEV-01,2024-01-15 17:09:04,79.66,0.0,0.0,7,Success,Payment,Chittagong,BDT,False
TXN-20240115-0000020,WALL-0017539,MERCH-00073,PM-04,DEV-01,2024-01-15 20:38:31,5.0,0.1,0.1,0,Success,Purchase,Myitkyina,MMK,False
TXN-20240115-0000021,WALL-0116512,MERCH-00215,PM-01,DEV-02,2024-01-15 13:27:08,9.73,0.0,0.0,0,Success,Purchase,Naypyidaw,MMK,False
TXN-20240115-0000022,WALL-0131137,MERCH-00276,PM-01,DEV-02,2024-01-15 21:57:23,507.13,0.0,40.5701,101,Success,Purchase,Surabaya,IDR,False
TXN-20240115-0000023,WALL-0105444,MERCH-00362,PM-02,DEV-03,2024-01-15 18:51:40,68.78,0.1376,0.0,6,Success,Bill Payment,Pathein,MMK,False
