transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240122-0000001,WALL-0038546,MERCH-00408,PM-05,DEV-02,2024-01-22 11:55:20,70.19,0.0,0.0,7,Success,Payment,Mawlamyine,MMK,False
TXN-20240122-0000002,WALL-0042480,MERCH-00126,PM-03,DEV-01,2024-01-22 10:06:27,40.84,0.3267,0.0,4,Success,Purchase,Taunggyi,MMK,False
TXN-20240122-0000003,WALL-0002166,MERCH-00001,PM-01,DEV-01,2024-01-22 17:41:24,11.65,0.0,0.2329,1,Success,Purchase,Hyderabad,INR,False
TXN-20240122-0000004,WALL-0129728,MERCH-00189,PM-01,DEV-01,2024-01-22 12:03:26,170.18,0.0,8.509,17,Success,Purchase,Mumbai,INR,False
TXN-20240122-0000005,WALL-0024474,MERCH-00257,PM-05,DEV-01,2024-01-22 19:02:37,12.53,0.0,0.0,1,Success,Subscription,Khon Kaen,THB,False
TXN-20240122-0000006,WALL-0067478,MERCH-00410,PM-01,DEV-03,2024-01-22 09:17:29,20.0,0.0,0.0,2,Success,Payment,Naypyidaw,MMK,False
TXN-20240122-0000007,WALL-0083157,MERCH-00292,PM-03,DEV-01,2024-01-22 17:56:34,100.0,0.8,8.0,20,Success,Purchase,Quezon City,PHP,False
TXN-20240122-0000008,WALL-0066718,MERCH-00381,PM-01,DEV-01,2024-01-22 09:36:26,26.88,0.0,0.0,2,Success,Purchase,Delhi,INR,False
TXN-20240122-0000009,WALL-0147562,MERCH-00007,PM-02,DEV-01,2024-01-22 07:10:15,43.13,0.0863,0.8625,4,Success,Purchase,Pathein,MMK,False
TXN-20240122-0000010,WALL-0037016,MERCH-00093,PM-02,DEV-05,2024-01-22 07:24:12,66.15,0.1323,0.0,0,Reversed,Purchase,Islamabad,PKR,False
TXN-20240122-0000011,WALL-0119624,MERCH-00446,PM-04,DEV-01,2024-01-22 10:55:00,164.26,3.2853,0.0,16,Success,Tax Payment,Mawlamyine,MMK,False
TXN-20240122-0000012,WALL-0148983,MERCH-00103,PM-04,DEV-04,2024-01-22 15:23:08,156.72,3.1343,0.0,15,Success,Purchase,Bandung,IDR,False
TXN-20240122-0000013,WALL-0143021,MERCH-00133,PM-01,DEV-01,2024-01-22 06:34:11,101.96,0.0,5.0982,10,Success,Purchase,Singapore,SGD,False
TXN-20240122-0000014,WALL-0032740,MERCH-00398,PM-05,DEV-03,2024-01-22 06:29:06,33.34,0.0,0.0,3,Success,Purchase,Pathein,MMK,False
TXN-20240122-0000015,WALL-0137301,MERCH-00085,PM-02,DEV-04,2024-01-22 09:09:20,51.82,0.1036,0.0,5,Success,Purchase,Bali,IDR,False
TXN-20240122-0000016,WALL-0073978,MERCH-00411,PM-02,DEV-01,2024-01-22 17:25:55,81.55,0.1631,0.0,8,Success,Payment,Penang,MYR,False
TXN-20240122-0000017,WALL-0113270,MERCH-00193,PM-05,DEV-01,2024-01-22 18:04:54,9.58,0.0,0.0,0,Success,Purchase,Myitkyina,MMK,False
TXN-20240122-0000018,WALL-0047882,MERCH-00320,PM-02,DEV-01,2024-01-22 21:30:01,40.62,0.0812,0.0,4,Success,Bill Payment,Myitkyina,MMK,False
TXN-20240122-0000019,WALL-0069741,MERCH-00084,PM-01,DEV-01,2024-01-22 21:06:24,20.54,0.0,0.0,2,Success,Purchase,Islamabad,PKR,False
TXN-20240122-0000020,WALL-0115604,MERCH-00264,PM-01,DEV-01,2024-01-22 12:39:52,5.0,0.0,0.0,0,Success,Subscription,Quezon City,INR,False
TXN-20240122-0000021,WALL-0014753,MERCH-00437,PM-02,DEV-02,2024-01-22 15:25:31,397.95,0.7959,0.0,39,Success,Tax Payment,Naypyidaw,MMK,False
TXN-20240122-0000022,WALL-0137899,MERCH-00144,PM-04,DEV-01,2024-01-22 16:11:42,91.72,1.8343,4.5858,9,Success,Purchase,Jakarta,IDR,False
TXN-20240122-0000023,WALL-0098509,MERCH-00374,PM-04,DEV-02,2024-01-22 17:03:36,43.95,0.8791,0.0,4,Success,Purchase,Myitkyina,NPR,False
