transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240114-0000001,WALL-0147839,MERCH-00152,PM-03,DEV-01,2024-01-14 03:01:41,131.99,1.0559,6.5996,13,Success,Purchase,Dhaka,BDT,False
TXN-20240114-0000002,WALL-0053976,MERCH-00370,PM-02,DEV-01,2024-01-14 19:56:17,35.19,0.0704,0.0,3,Success,Bill Payment,Cebu City,PHP,False
TXN-20240114-0000003,WALL-0105275,MERCH-00007,PM-02,DEV-01,2024-01-14 20:26:41,28.2,0.0564,0.5639,2,Success,Purchase,Medan,IDR,False
TXN-20240114-0000004,WALL-0139645,MERCH-00189,PM-03,DEV-01,2024-01-14 17:37:20,20.0,0.16,1.0,2,Success,Purchase,Phnom Penh,KHR,False
TXN-20240114-0000005,WALL-0034289,MERCH-00362,PM-02,DEV-01,2024-01-14 10:44:47,38.74,0.0775,0.0,0,Failed,Bill Payment,Lahore,PKR,False
TXN-20240114-0000006,WALL-0018312,MERCH-00404,PM-01,DEV-01,2024-01-14 08:03:46,50.87,0.0,0.0,5,Success,Payment,Naypyidaw,MMK,False
TXN-20240114-0000007,WALL-0145305,MERCH-00172,PM-01,DEV-01,2024-01-14 07:38:25,54.0,0.0,2.6999,5,Success,Purchase,Mawlamyine,MMK,False
TXN-20240114-0000008,WALL-0003826,MERCH-00088,PM-02,DEV-05,2024-01-14 15:28:51,165.86,0.3317,0.0,16,Success,Purchase,Ahmedabad,INR,False
TXN-20240114-0000009,WALL-0047352,MERCH-00130,PM-02,DEV-01,2024-01-14 16:46:10,71.22,0.1424,0.0,7,Success,Purchase,Mawlamyine,MMK,False
TXN-20240114-0000010,WALL-0129942,MERCH-00076,PM-01,DEV-01,2024-01-14 14:23:10,15.46,0.0,0.3092,1,Success,Purchase,Chennai,INR,False
TXN-20240114-0000011,WALL-0079784,MERCH-00015,PM-03,DEV-01,2024-01-14 18:11:40,14.89,0.1192,0.2979,1,Success,Purchase,Mawlamyine,MMK,False
TXN-20240114-0000012,WALL-0102836,MERCH-00161,PM-01,DEV-02,2024-01-14 12:03:22,110.85,0.0,5.5424,11,Success,Purchase,Dhaka,BDT,False
TXN-20240114-0000013,WALL-0013395,MERCH-00025,PM-01,DEV-04,2024-01-14 03:57:28,27.62,0.0,0.5523,2,Success,Purchase,Karachi,PKR,False
TXN-20240114-0000014,WALL-0086806,MERCH-00300,PM-01,DEV-02,2024-01-14 17:39:44,392.45,0.0,31.3963,78,Success,Purchase,Islamabad,PKR,False
TXN-20240114-0000015,WALL-0063826,MERCH-00107,PM-04,DEV-01,2024-01-14 08:21:33,24.39,0.4878,0.0,2,Success,Purchase,Chittagong,BDT,False
TXN-20240114-0000016,WALL-0020703,MERCH-00189,PM-03,DEV-03,2024-01-14 17:26:48,58.32,0.4666,2.916,5,Success,Purchase,Bago,MMK,False
TXN-20240114-0000017,WALL-0040844,MERCH-00244,PM-01,DEV-02,2024-01-14 14:11:08,9.72,0.0,0.0,0,Success,Subscription,Hanoi,VND,False
TXN-20240114-0000018,WALL-0149621,MERCH-00157,PM-01,DEV-01,2024-01-14 12:27:01,83.11,0.0,4.1553,8,Success,Purchase,Pathein,MMK,False
TXN-20240114-0000019,WALL-0041168,MERCH-00125,PM-04,DEV-01,2024-01-14 14:44:21,115.04,2.3008,0.0,11,Success,Purchase,Phnom Penh,MMK,False
TXN-20240114-0000020,WALL-0031928,MERCH-00103,PM-01,DEV-01,2024-01-14 15:28:18,27.77,0.0,0.0,2,Success,Purchase,Chennai,INR,False
TXN-20240114-0000021,WALL-0108109,MERCH-00069,PM-01,DEV-01,2024-01-14 13:13:55,35.45,0.0,0.709,3,Success,Purchase,Chiang Mai,MMK,False
TXN-20240114-0000022,WALL-0096435,MERCH-00069,PM-01,DEV-01,2024-01-14 14:57:14,29.0,0.0,0.58,2,Success,Purchase,Da Nang,MYR,False
TXN-20240114-0000023,WALL-0119419,MERCH-00111,PM-02,DEV-01,2024-01-14 22:28:45,38.71,0.0774,0.0,3,Success,Purchase,Hanoi,PKR,False
TXN-20240114-0000024,WALL-0098406,MERCH-00273,PM-03,DEV-04,2024-01-14 01:05:01,1399.75,11.198,111.9799,279,Success,Purchase,Johor Bahru,MYR,True
TXN-20240114-0000025,WALL-0061672,MERCH-00028,PM-01,DEV-01,2024-01-14 08:00:43,33.52,0.0,0.6704,3,Success,Purchase,Bangalore,INR,False
TXN-20240114-0000026,WALL-0055600,MERCH-00249,PM-01,DEV-01,2024-01-14 15:30:55,40.0,0.0,0.0,4,Success,Subscription,Lahore,PKR,False
TXN-20240114-0000027,WALL-0078696,MERCH-00236,PM-04,DEV-02,2024-01-14 11:08:10,10.46,0.2091,0.0,1,Success,Subscription,Phuket,THB,False
TXN-20240114-0000028,WALL-0019542,MERCH-00257,PM-03,DEV-01,2024-01-14 18:24:40,33.38,0.2671,0.0,3,Success,Subscription,Kolkata,INR,False
TXN-20240114-0000029,WALL-0026210,MERCH-00493,PM-01,DEV-02,2024-01-14 18:40:11,238.88,0.0,0.0,23,Success,Payment,Naypyidaw,MMK,False
TXN-20240114-0000030,WALL-0113368,MERCH-00267,PM-02,DEV-01,2024-01-14 05:59:33,21.44,0.0429,0.0,2,Success,Subscription,Mawlamyine,MMK,False
TXN-20240114-0000031,WALL-0013394,MERCH-00193,PM-01,DEV-02,2024-01-14 21:27:41,15.94,0.0,0.0,1,Success,Purchase,Mawlamyine,MMK,False
TXN-20240114-0000032,WALL-0076412,MERCH-00084,PM-04,DEV-02,2024-01-14 09:28:43,17.17,0.3433,0.0,1,Success,Purchase,Khon Kaen,MMK,False
TXN-20240114-0000033,WALL-0025494,MERCH-00281,PM-01,DEV-01,2024-01-14 09:59:43,3000.0,0.0,240.0,600,Success,Purchase,Hyderabad,INR,False
TXN-20240114-0000034,WALL-0140210,MERCH-00222,PM-01,DEV-03,2024-01-14 07:25:00,8.65,0.0,0.0,0,Success,Purchase,Naypyidaw,MMK,False
TXN-20240114-0000035,WALL-0010574,MERCH-00227,PM-03,DEV-01,2024-01-14 19:49:50,14.98,0.1198,0.0,1,Success,Purchase,Singapore,MMK,False
TXN-20240114-0000036,WALL-0077782,MERCH-00095,PM-03,DEV-02,2024-01-14 12:44:26,55.46,0.4437,0.0,5,Success,Purchase,Manila,PHP,False
TXN-20240114-0000037,WALL-0094298,MERCH-00256,PM-01,DEV-01,2024-01-14 21:59:01,12.57,0.0,0.0,0,Failed,Subscription,Bago,MMK,False
TXN-20240114-0000038,WALL-0063138,MERCH-00120,PM-03,DEV-03,2024-01-14 10:27:25,38.19,0.3055,0.0,3,Success,Purchase,Naypyidaw,MMK,False
TXN-20240114-0000039,WALL-0031452,MERCH-00173,PM-03,DEV-01,2024-01-14 23:41:35,117.48,0.9399,0.0,0,Failed,Purchase,Bago,MMK,False
TXN-20240114-0000040,WALL-0149073,MERCH-00061,PM-02,DEV-01,2024-01-14 18:11:51,10.0,0.02,0.2,1,Success,Purchase,Pokhara,NPR,False
TXN-20240114-0000041,WALL-0100879,MERCH-00319,PM-01,DEV-01,2024-01-14 04:53:30,192.88,0.0,0.0,19,Success,Bill Payment,Singapore,SGD,False
TXN-20240114-0000042,WALL-0006731,MERCH-00046,PM-03,DEV-03,2024-01-14 13:04:28,34.61,0.2769,0.6923,3,Success,Purchase,Kuala Lumpur,MYR,False
TXN-20240114-0000043,WALL-0110857,MERCH-00054,PM-02,DEV-01,2024-01-14 10:56:39,24.71,0.0494,0.4943,2,Success,Purchase,Myitkyina,MMK,False
TXN-20240114-0000044,WALL-0082510,MERCH-00197,PM-04,DEV-02,2024-01-14 11:01:32,26.6,0.532,0.0,2,Success,Purchase,Naypyidaw,MMK,False
TXN-20240114-0000045,WALL-0106837,MERCH-00151,PM-01,DEV-05,2024-01-14 18:23:00,244.63,0.0,12.2317,24,Success,Purchase,Taunggyi,MMK,False
TXN-20240114-0000046,WALL-0030712,MERCH-00072,PM-01,DEV-01,2024-01-14 15:38:26,17.96,0.0,0.3591,1,Success,Purchase,Kathmandu,MMK,False
TXN-20240114-0000047,WALL-0060056,MERCH-00024,PM-03,DEV-01,2024-01-14 14:04:18,11.19,0.0895,0.2237,1,Success,Purchase,Chennai,INR,False
TXN-20240114-0000048,WALL-0109837,MERCH-00296,PM-01,DEV-01,2024-01-14 12:48:22,785.52,0.0,62.8414,157,Success,Purchase,Pathein,MMK,False
TXN-20240114-0000049,WALL-0081929,MERCH-00173,PM-04,DEV-01,2024-01-14 18:35:35,429.37,8.5873,21.4684,42,Success,Purchase,Ho Chi Minh City,VND,False
TXN-20240114-0000050,WALL-0123105,MERCH-00039,PM-01,DEV-03,2024-01-14 10:03:10,5.3,0.0,0.1059,0,Success,Purchase,Singapore,SGD,False
TXN-20240114-0000051,WALL-0113361,MERCH-00067,PM-02,DEV-04,2024-01-14 09:08:14,51.48,0.103,1.0295,5,Success,Purchase,Myitkyina,MMK,False
TXN-20240114-0000052,WALL-0031684,MERCH-00041,PM-04,DEV-03,2024-01-14 16:51:49,36.42,0.7285,0.7285,3,Success,Purchase,Cebu City,INR,False
TXN-20240114-0000053,WALL-0016739,MERCH-00066,PM-01,DEV-01,2024-01-14 01:43:20,10.89,0.0,0.2179,1,Success,Purchase,Bago,MMK,False
TXN-20240114-0000054,WALL-0065389,MERCH-00140,PM-01,DEV-01,2024-01-14 08:13:16,642.61,0.0,32.1303,64,Success,Purchase,Hyderabad,INR,False
TXN-20240114-0000055,WALL-0073301,MERCH-00190,PM-01,DEV-01,2024-01-14 08:56:23,28.41,0.0,1.4206,2,Success,Purchase,Naypyidaw,MMK,False
TXN-20240114-0000056,WALL-0079541,MERCH-00047,PM-01,DEV-02,2024-01-14 13:46:58,8.79,0.0,0.1758,0,Success,Purchase,Pathein,MMK,False
TXN-20240114-0000057,WALL-0083569,MERCH-00103,PM-01,DEV-01,2024-01-14 15:24:23,37.57,0.0,0.0,3,Success,Purchase,Mandalay,MMK,False
TXN-20240114-0000058,WALL-0018766,MERCH-00367,PM-04,DEV-03,2024-01-14 17:21:33,36.5,0.73,0.0,0,Pending,Bill Payment,Yangon,MMK,False
TXN-20240114-0000059,WALL-0076644,MERCH-00001,PM-04,DEV-01,2024-01-14 12:27:29,39.27,0.7854,0.7854,3,Success,Purchase,Mumbai,INR,False
TXN-20240114-0000060,WALL-0135966,MERCH-00308,PM-01,DEV-01,2024-01-14 18:52:56,329.51,0.0,26.3607,65,Success,Purchase,Mawlamyine,MMK,False
TXN-20240114-0000061,WALL-0138889,MERCH-00233,PM-01,DEV-01,2024-01-14 20:07:37,5.0,0.0,0.0,0,Success,Subscription,Naypyidaw,MMK,False
TXN-20240114-0000062,WALL-0013468,MERCH-00484,PM-01,DEV-02,2024-01-14 21:43:43,215.66,0.0,0.0,21,Success,Payment,Bali,IDR,False
TXN-20240114-0000063,WALL-0133759,MERCH-00222,PM-01,DEV-01,2024-01-14 12:28:55,10.15,0.0,0.0,1,Success,Purchase,Myitkyina,MMK,False
TXN-20240114-0000064,WALL-0130463,MERCH-00144,PM-02,DEV-01,2024-01-14 18:12:23,119.94,0.2399,5.9969,11,Success,Purchase,Quezon City,PHP,False
TXN-20240114-0000065,WALL-0142928,MERCH-00016,PM-01,DEV-02,2024-01-14 18:01:03,31.32,0.0,0.6265,3,Success,Purchase,Davao,PHP,False
TXN-20240114-0000066,WALL-0005672,MERCH-00253,PM-01,DEV-02,2024-01-14 18:19:46,28.0,0.0,0.0,2,Success,Subscription,Taunggyi,INR,False
TXN-20240114-0000067,WALL-0010206,MERCH-00020,PM-01,DEV-03,2024-01-14 06:30:07,7.0,0.0,0.1399,0,Success,Purchase,Bangalore,INR,False
TXN-20240114-0000068,WALL-0130729,MERCH-00108,PM-01,DEV-02,2024-01-14 06:18:20,31.59,0.0,0.0,3,Success,Purchase,Taunggyi,MMK,False
TXN-20240114-0000069,WALL-0054372,MERCH-00147,PM-02,DEV-02,2024-01-14 18:29:57,43.29,0.0866,0.0,0,Failed,Purchase,Kuala Lumpur,MYR,False
TXN-20240114-0000070,WALL-0004815,MERCH-00255,PM-01,DEV-04,2024-01-14 16:50:07,28.57,0.0,0.0,2,Success,Subscription,Chennai,INR,False
TXN-20240114-0000071,WALL-0020367,MERCH-00010,PM-04,DEV-01,2024-01-14 18:29:46,16.59,0.3319,0.3319,1,Success,Purchase,Mandalay,MMK,False
TXN-20240114-0000072,WALL-0069108,MERCH-00499,PM-04,DEV-02,2024-01-14 20:11:01,62.62,1.2524,0.0,6,Success,Payment,Manila,PHP,False
TXN-20240114-0000073,WALL-0016934,MERCH-00193,PM-01,DEV-01,2024-01-14 20:05:15,5.89,0.0,0.0,0,Success,Purchase,Islamabad,PKR,False
TXN-20240114-0000074,WALL-0119969,MERCH-00246,PM-01,DEV-02,2024-01-14 15:47:49,20.57,0.0,0.0,2,Success,Subscription,Karachi,MYR,False
TXN-20240114-0000075,WALL-0102374,MERCH-00382,PM-01,DEV-01,2024-01-14 12:08:27,132.69,0.0,0.0,13,Success,Purchase,Mumbai,MMK,False
TXN-20240114-0000076,WALL-0084904,MERCH-00394,PM-04,DEV-02,2024-01-14 18:39:36,63.27,1.2655,0.0,6,Success,Purchase,Myitkyina,MMK,False
TXN-20240114-0000077,WALL-0125899,MERCH-00144,PM-01,DEV-02,2024-01-14 15:53:10,238.46,0.0,11.9231,23,Success,Purchase,Singapore,SGD,False
TXN-20240114-0000078,WALL-0088427,MERCH-00175,PM-01,DEV-04,2024-01-14 19:40:33,25.35,0.0,1.2677,2,Success,Purchase,Islamabad,PKR,False
TXN-20240114-0000079,WALL-0133206,MERCH-00046,PM-04,DEV-01,2024-01-14 20:13:27,6.46,0.1292,0.1292,0,Success,Purchase,Kathmandu,NPR,False
TXN-20240114-0000080,WALL-0011979,MERCH-00089,PM-04,DEV-01,2024-01-14 12:30:02,43.53,0.8706,0.0,4,Success,Purchase,Medan,IDR,False
TXN-20240114-0000081,WALL-0053997,MERCH-00035,PM-03,DEV-05,2024-01-14 04:30:55,15.32,0.1225,0.3063,1,Success,Purchase,Surabaya,PHP,False
TXN-20240114-0000082,WALL-0100263,MERCH-00189,PM-02,DEV-01,2024-01-14 13:31:19,139.43,0.2789,6.9713,13,Success,Purchase,Pathein,MMK,False
TXN-20240114-0000083,WALL-0103817,MERCH-00176,PM-02,DEV-03,2024-01-14 21:58:31,50.2,0.1004,2.5101,5,Success,Purchase,Yangon,MMK,False
TXN-20240114-0000084,WALL-0017459,MERCH-00052,PM-03,DEV-02,2024-01-14 17:41:49,12.53,0.1002,0.2506,1,Success,Purchase,Yangon,MMK,False
TXN-20240114-0000085,WALL-0001512,MERCH-00024,PM-05,DEV-01,2024-01-14 13:32:45,20.02,0.0,0.4004,2,Success,Purchase,Phuket,THB,False
TXN-20240114-0000086,WALL-0129821,MERCH-00160,PM-01,DEV-03,2024-01-14 13:50:00,20.0,0.0,1.0,2,Success,Purchase,Penang,MYR,False
TXN-20240114-0000087,WALL-0024036,MERCH-00220,PM-05,DEV-02,2024-01-14 20:26:09,11.84,0.0,0.0,1,Success,Purchase,Hyderabad,INR,False
TXN-20240114-0000088,WALL-0135748,MERCH-00342,PM-03,DEV-01,2024-01-14 11:02:39,29.36,0.2349,0.0,2,Success,Bill Payment,Phuket,INR,True
TXN-20240114-0000089,WALL-0017323,MERCH-00367,PM-05,DEV-01,2024-01-14 21:50:23,31.52,0.0,0.0,3,Success,Bill Payment,Medan,IDR,False
TXN-20240114-0000090,WALL-0075631,MERCH-00107,PM-01,DEV-05,2024-01-14 16:23:43,43.98,0.0,0.0,4,Success,Purchase,Chittagong,BDT,False
TXN-20240114-0000091,WALL-0017101,MERCH-00105,PM-04,DEV-01,2024-01-14 14:50:06,98.72,1.9743,0.0,9,Success,Purchase,Mawlamyine,MMK,False
TXN-20240114-0000092,WALL-0069041,MERCH-00061,PM-01,DEV-03,2024-01-14 04:00:24,14.97,0.0,0.2993,1,Success,Purchase,Pune,INR,False
TXN-20240114-0000093,WALL-0094502,MERCH-00414,PM-04,DEV-01,2024-01-14 11:01:37,34.93,0.6986,0.0,3,Success,Payment,Da Nang,VND,False
TXN-20240114-0000094,WALL-0058302,MERCH-00374,PM-02,DEV-01,2024-01-14 17:15:49,52.72,0.1054,0.0,5,Success,Purchase,Naypyidaw,MMK,False
