transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240110-0000001,WALL-0032235,MERCH-00094,PM-03,DEV-02,2024-01-10 18:41:33,99.15,0.7932,0.0,9,Success,Purchase,Khon Kaen,THB,False
TXN-20240110-0000002,WALL-0105403,MERCH-00299,PM-01,DEV-01,2024-01-10 17:11:46,115.97,0.0,9.2773,23,Success,Purchase,Phnom Penh,KHR,False
TXN-20240110-0000003,WALL-0023128,MERCH-00090,PM-01,DEV-05,2024-01-10 13:22:35,28.03,0.0,0.0,2,Success,Purchase,Ho Chi Minh City,VND,False
TXN-20240110-0000004,WALL-0096841,MERCH-00035,PM-04,DEV-01,2024-01-10 09:23:25,10.93,0.2186,0.2186,1,Success,Purchase,Medan,IDR,False
TXN-20240110-0000005,WALL-0036486,MERCH-00070,PM-04,DEV-01,2024-01-10 14:30:29,12.07,0.2413,0.2413,1,Success,Purchase,Pathein,MMK,False
TXN-20240110-0000006,WALL-0028222,MERCH-00052,PM-03,DEV-01,2024-01-10 13:18:54,8.01,0.0641,0.1602,0,Success,Purchase,Mumbai,MMK,False
TXN-20240110-0000007,WALL-0078934,MERCH-00033,PM-01,DEV-01,2024-01-10 15:51:00,12.56,0.0,0.2513,1,Success,Purchase,Pokhara,NPR,False
TXN-20240110-0000008,WALL-0127052,MERCH-00162,PM-02,DEV-01,2024-01-10 06:52:01,40.14,0.0803,2.0069,4,Success,Purchase,Jakarta,IDR,False
TXN-20240110-0000009,WALL-0010967,MERCH-00106,PM-03,DEV-01,2024-01-10 15:39:44,28.18,0.2254,0.0,2,Success,Purchase,Pathein,MMK,False
TXN-20240110-0000010,WALL-0003615,MERCH-00147,PM-01,DEV-03,2024-01-10 10:51:02,20.0,0.0,1.0,2,Success,Purchase,Myitkyina,MMK,False
