transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240113-0000001,WALL-0095802,MERCH-00033,PM-02,DEV-01,2024-01-13 18:25:01,32.5,0.065,0.65,3,Success,Purchase,Bangalore,INR,False
TXN-20240113-0000002,WALL-0080827,MERCH-00344,PM-01,DEV-04,2024-01-13 08:50:30,75.94,0.0,0.0,7,Success,Bill Payment,Jakarta,IDR,False
TXN-20240113-0000003,WALL-0136286,MERCH-00258,PM-02,DEV-03,2024-01-13 21:42:37,8.19,0.0164,0.0,0,Success,Subscription,Jaipur,BDT,False
TXN-20240113-0000004,WALL-0096681,MERCH-00096,PM-05,DEV-04,2024-01-13 15:58:32,60.4,0.0,0.0,6,Success,Purchase,Yangon,MMK,False
TXN-20240113-0000005,WALL-0039855,MERCH-00188,PM-02,DEV-01,2024-01-13 13:33:31,139.88,0.2798,6.9938,13,Success,Purchase,Phnom Penh,KHR,False
TXN-20240113-0000006,WALL-0134846,MERCH-00048,PM-04,DEV-01,2024-01-13 14:39:04,19.38,0.3876,0.3876,1,Success,Purchase,Mandalay,MMK,False
TXN-20240113-0000007,WALL-0114786,MERCH-00210,PM-01,DEV-02,2024-01-13 20:52:20,10.6,0.0,0.0,1,Success,Purchase,Penang,MYR,False
TXN-20240113-0000008,WALL-0020614,MERCH-00056,PM-01,DEV-01,2024-01-13 16:15:51,9.28,0.0,0.1856,0,Success,Purchase,Jaipur,INR,False
TXN-20240113-0000009,WALL-0071516,MERCH-00241,PM-04,DEV-01,2024-01-13 06:14:23,15.39,0.3078,0.0,1,Success,Subscription,Kandy,LKR,False
TXN-20240113-0000010,WALL-0124250,MERCH-00147,PM-01,DEV-01,2024-01-13 22:42:50,148.23,0.0,7.4113,14,Success,Purchase,Khon Kaen,THB,False
TXN-20240113-0000011,WALL-0116178,MERCH-00238,PM-01,DEV-01,2024-01-13 18:14:19,9.63,0.0,0.0,0,Success,Subscription,Mandalay,MMK,False
TXN-20240113-0000012,WALL-0019605,MERCH-00075,PM-04,DEV-01,2024-01-13 15:23:48,7.09,0.1417,0.1417,0,Success,Purchase,Yangon,MMK,False
TXN-20240113-0000013,WALL-0031542,MERCH-00004,PM-01,DEV-02,2024-01-13 12:39:36,22.14,0.0,0.4429,2,Success,Purchase,Quezon City,PHP,False
TXN-20240113-0000014,WALL-0112203,MERCH-00183,PM-05,DEV-03,2024-01-13 18:25:31,20.0,0.0,1.0,2,Success,Purchase,Cebu City,PHP,False
TXN-20240113-0000015,WALL-0076443,MERCH-00003,PM-02,DEV-03,2024-01-13 06:47:19,6.24,0.0125,0.1247,0,Success,Purchase,Bago,MMK,False
TXN-20240113-0000016,WALL-0095439,MERCH-00250,PM-01,DEV-01,2024-01-13 20:39:40,7.47,0.0,0.0,0,Success,Subscription,Mawlamyine,MMK,False
TXN-20240113-0000017,WALL-0070599,MERCH-00090,PM-03,DEV-02,2024-01-13 21:43:17,33.44,0.2675,0.0,3,Success,Purchase,Chittagong,MMK,False
TXN-20240113-0000018,WALL-0099588,MERCH-00330,PM-02,DEV-01,2024-01-13 13:08:46,170.12,0.3402,0.0,17,Success,Bill Payment,Pathein,MMK,False
TXN-20240113-0000019,WALL-0084424,MERCH-00136,PM-01,DEV-04,2024-01-13 02:51:08,94.84,0.0,4.7422,9,Success,Purchase,Quezon City,PHP,False
