transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240117-0000001,WALL-0146779,MERCH-00015,PM-02,DEV-03,2024-01-17 08:37:46,9.91,0.0198,0.1981,0,Success,Purchase,Pathein,MMK,False
TXN-20240117-0000002,WALL-0064493,MERCH-00335,PM-03,DEV-01,2024-01-17 20:39:39,101.23,0.8098,0.0,10,Success,Bill Payment,Ahmedabad,THB,False
TXN-20240117-0000003,WALL-0025628,MERCH-00041,PM-02,DEV-03,2024-01-17 19:07:03,14.26,0.0285,0.2853,1,Success,Purchase,Ahmedabad,INR,False
TXN-20240117-0000004,WALL-0146644,MERCH-00489,PM-01,DEV-02,2024-01-17 21:37:57,1958.03,0.0,0.0,195,Success,Payment,Taunggyi,MMK,False
TXN-20240117-0000005,WALL-0120817,MERCH-00369,PM-02,DEV-01,2024-01-17 19:33:57,42.47,0.0849,0.0,4,Success,Bill Payment,Mawlamyine,MMK,False
TXN-20240117-0000006,WALL-0041280,MERCH-00196,PM-01,DEV-02,2024-01-17 14:20:53,39.66,0.0,0.0,3,Success,Purchase,Mawlamyine,MMK,False
TXN-20240117-0000007,WALL-0036111,MERCH-00037,PM-03,DEV-01,2024-01-17 20:52:35,16.58,0.1326,0.3316,1,Success,Purchase,Yangon,MMK,False
TXN-20240117-0000008,WALL-0048467,MERCH-00057,PM-02,DEV-03,2024-01-17 12:57:05,13.38,0.0268,0.2677,1,Success,Purchase,Johor Bahru,PHP,False
TXN-20240117-0000009,WALL-0061832,MERCH-00362,PM-02,DEV-05,2024-01-17 19:33:10,83.47,0.1669,0.0,8,Success,Bill Payment,Taunggyi,MMK,False
TXN-20240117-0000010,WALL-0118792,MERCH-00006,PM-02,DEV-03,2024-01-17 14:42:17,11.86,0.0237,0.2372,1,Success,Purchase,Bali,IDR,False
TXN-20240117-0000011,WALL-0009440,MERCH-00249,PM-04,DEV-03,2024-01-17 20:23:07,15.31,0.3061,0.0,1,Success,Subscription,Phuket,THB,False
TXN-20240117-0000012,WALL-0139083,MERCH-00446,PM-05,DEV-02,2024-01-17 17:33:02,913.64,0.0,0.0,91,Success,Tax Payment,Mandalay,MMK,False
TXN-20240117-0000013,WALL-0072575,MERCH-00221,PM-01,DEV-01,2024-01-17 16:53:55,11.66,0.0,0.0,1,Success,Purchase,Kathmandu,NPR,False
TXN-20240117-0000014,WALL-0107839,MERCH-00185,PM-03,DEV-02,2024-01-17 19:15:19,231.37,1.851,11.5686,23,Success,Purchase,Chittagong,BDT,False
TXN-20240117-0000015,WALL-0017339,MERCH-00081,PM-02,DEV-03,2024-01-17 02:18:47,53.37,0.1067,0.0,5,Success,Purchase,Naypyidaw,MMK,False
TXN-20240117-0000016,WALL-0131717,MERCH-00118,PM-04,DEV-01,2024-01-17 09:23:37,81.92,1.6383,0.0,8,Success,Purchase,Pathein,MMK,False
TXN-20240117-0000017,WALL-0146004,MERCH-00016,PM-01,DEV-03,2024-01-17 13:43:20,39.87,0.0,0.7973,3,Success,Purchase,Mumbai,MMK,False
TXN-20240117-0000018,WALL-0112912,MERCH-00396,PM-03,DEV-01,2024-01-17 16:33:23,41.13,0.329,0.0,4,Success,Purchase,Chiang Mai,THB,False
TXN-20240117-0000019,WALL-0023368,MERCH-00046,PM-01,DEV-02,2024-01-17 17:15:56,7.84,0.0,0.1567,0,Success,Purchase,Da Nang,VND,False
TXN-20240117-0000020,WALL-0094558,MERCH-00435,PM-05,DEV-01,2024-01-17 17:14:38,116.52,0.0,0.0,11,Success,Tax Payment,Pathein,MMK,False
