transaction_id,wallet_id,merchant_id,payment_method_id,device_id,transaction_timestamp,amount,transaction_fee,cashback,loyalty_points,status,transaction_type,location_city,currency,fraud_flag
TXN-20240116-0000001,WALL-0072288,MERCH-00436,PM-01,DEV-03,2024-01-16 14:56:01,52.54,0.0,0.0,5,Success,Tax Payment,Yangon,MMK,False
TXN-20240116-0000002,WALL-0111939,MERCH-00444,PM-04,DEV-02,2024-01-16 15:12:55,104.95,2.099,0.0,10,Success,Tax Payment,Pattaya,THB,False
TXN-20240116-0000003,WALL-0071017,MERCH-00032,PM-02,DEV-01,2024-01-16 16:10:07,39.71,0.0794,0.7942,3,Success,Purchase,Bandung,IDR,False
TXN-20240116-0000004,WALL-0126814,MERCH-00126,PM-01,DEV-01,2024-01-16 14:01:43,43.38,0.0,0.0,4,Success,Purchase,Bangkok,THB,False
TXN-20240116-0000005,WALL-0102477,MERCH-00344,PM-03,DEV-01,2024-01-16 08:03:54,33.79,0.2704,0.0,3,Success,Bill Payment,Manila,MMK,False
TXN-20240116-0000006,WALL-0042384,MERCH-00183,PM-01,DEV-03,2024-01-16 14:26:41,58.97,0.0,2.9487,5,Success,Purchase,Taunggyi,MMK,False
TXN-20240116-0000007,WALL-0038739,MERCH-00031,PM-01,DEV-03,2024-01-16 07:46:44,18.38,0.0,0.3675,1,Success,Purchase,Pathein,MMK,False
TXN-20240116-0000008,WALL-0140748,MERCH-00188,PM-02,DEV-01,2024-01-16 06:40:07,48.65,0.0973,2.4324,4,Success,Purchase,Pathein,MMK,False
TXN-20240116-0000009,WALL-0102704,MERCH-00432,PM-01,DEV-02,2024-01-16 18:46:29,203.99,0.0,0.0,20,Success,Tax Payment,Pathein,MMK,False
TXN-20240116-0000010,WALL-0143736,MERCH-00321,PM-01,DEV-02,2024-01-16 02:40:21,63.71,0.0,0.0,6,Success,Bill Payment,Dhaka,MMK,False
TXN-20240116-0000011,WALL-0064982,MERCH-00060,PM-01,DEV-02,2024-01-16 12:32:54,5.0,0.0,0.1,0,Success,Purchase,Delhi,INR,False
TXN-20240116-0000012,WALL-0090259,MERCH-00490,PM-04,DEV-02,2024-01-16 21:02:41,233.09,4.6617,0.0,23,Success,Payment,Yangon,MMK,False
TXN-20240116-0000013,WALL-0114870,MERCH-00026,PM-02,DEV-03,2024-01-16 16:35:31,35.29,0.0706,0.7058,3,Success,Purchase,Bago,MMK,False
TXN-20240116-0000014,WALL-0105335,MERCH-00050,PM-02,DEV-01,2024-01-16 13:33:51,24.02,0.048,0.4804,2,Success,Purchase,Davao,MMK,False
TXN-20240116-0000015,WALL-0135617,MERCH-00323,PM-03,DEV-03,2024-01-16 20:04:09,188.62,1.509,0.0,18,Success,Bill Payment,Mawlamyine,MMK,False
TXN-20240116-0000016,WALL-0064283,MERCH-00238,PM-01,DEV-03,2024-01-16 14:23:38,16.25,0.0,0.0,1,Success,Subscription,Singapore,SGD,False
TXN-20240116-0000017,WALL-0070327,MERCH-00021,PM-02,DEV-01,2024-01-16 18:36:16,5.0,0.01,0.1,0,Success,Purchase,Bandung,IDR,False
TXN-20240116-0000018,WALL-0136819,MERCH-00485,PM-01,DEV-01,2024-01-16 21:42:12,815.53,0.0,0.0,81,Success,Payment,Mandalay,MMK,False
TXN-20240116-0000019,WALL-0007795,MERCH-00118,PM-02,DEV-02,2024-01-16 20:56:31,36.34,0.0727,0.0,3,Success,Purchase,Chennai,INR,False
TXN-20240116-0000020,WALL-0105397,MERCH-00145,PM-01,DEV-03,2024-01-16 14:25:58,237.08,0.0,11.8539,23,Success,Purchase,Chiang Mai,THB,False
TXN-20240116-0000021,WALL-0108436,MERCH-00126,PM-03,DEV-01,2024-01-16 16:26:07,50.87,0.407,0.0,5,Success,Purchase,Yangon,MMK,False
TXN-20240116-0000022,WALL-0074935,MERCH-00053,PM-02,DEV-01,2024-01-16 12:04:36,5.0,0.01,0.1,0,Success,Purchase,Myitkyina,MMK,False
TXN-20240116-0000023,WALL-0088947,MERCH-00039,PM-03,DEV-01,2024-01-16 13:03:44,47.43,0.3794,0.9486,4,Success,Purchase,Bago,MMK,False
TXN-20240116-0000024,WALL-0003556,MERCH-00027,PM-01,DEV-03,2024-01-16 09:33:42,25.16,0.0,0.5033,2,Success,Purchase,Chiang Mai,PHP,False
TXN-20240116-0000025,WALL-0130700,MERCH-00290,PM-04,DEV-02,2024-01-16 12:26:17,1261.29,25.2258,100.9032,252,Success,Purchase,Myitkyina,MMK,False
TXN-20240116-0000026,WALL-0087913,MERCH-00446,PM-04,DEV-04,2024-01-16 08:40:35,184.52,3.6905,0.0,18,Success,Tax Payment,Bali,IDR,False
TXN-20240116-0000027,WALL-0077735,MERCH-00109,PM-05,DEV-03,2024-01-16 07:50:34,28.94,0.0,0.0,2,Success,Purchase,Naypyidaw,MMK,False
TXN-20240116-0000028,WALL-0121846,MERCH-00004,PM-05,DEV-01,2024-01-16 00:56:47,31.0,0.0,0.6201,3,Success,Purchase,Islamabad,PKR,False
TXN-20240116-0000029,WALL-0096729,MERCH-00077,PM-03,DEV-03,2024-01-16 10:29:43,22.53,0.1803,0.4507,2,Success,Purchase,Cebu City,PHP,False
TXN-20240116-0000030,WALL-0122280,MERCH-00024,PM-02,DEV-01,2024-01-16 21:47:42,17.84,0.0357,0.3568,1,Success,Purchase,Mawlamyine,MMK,False
TXN-20240116-0000031,WALL-0076165,MERCH-00436,PM-03,DEV-01,2024-01-16 15:43:16,178.09,1.4248,0.0,17,Success,Tax Payment,Davao,PHP,False
TXN-20240116-0000032,WALL-0035234,MERCH-00310,PM-02,DEV-01,2024-01-16 19:04:32,465.93,0.9319,37.2747,93,Success,Purchase,Mandalay,MMK,False
TXN-20240116-0000033,WALL-0078496,MERCH-00199,PM-02,DEV-02,2024-01-16 12:18:57,17.64,0.0353,0.0,1,Success,Purchase,Mumbai,INR,False
TXN-20240116-0000034,WALL-0016819,MERCH-00061,PM-02,DEV-01,2024-01-16 16:28:21,6.45,0.0129,0.129,0,Success,Purchase,Pathein,MMK,False
TXN-20240116-0000035,WALL-0141671,MERCH-00394,PM-01,DEV-01,2024-01-16 21:26:48,198.0,0.0,0.0,19,Success,Purchase,Chiang Mai,THB,False
TXN-20240116-0000036,WALL-0071968,MERCH-00132,PM-01,DEV-03,2024-01-16 14:34:54,53.08,0.0,2.6542,5,Success,Purchase,Mawlamyine,MMK,False
TXN-20240116-0000037,WALL-0119579,MERCH-00451,PM-02,DEV-01,2024-01-16 21:13:53,954.11,1.9082,0.0,95,Success,Payment,Mawlamyine,MMK,False
TXN-20240116-0000038,WALL-0055674,MERCH-00203,PM-03,DEV-02,2024-01-16 15:10:42,35.33,0.2827,0.0,3,Success,Purchase,Khon Kaen,THB,False
TXN-20240116-0000039,WALL-0042962,MERCH-00333,PM-01,DEV-01,2024-01-16 13:10:55,29.67,0.0,0.0,2,Success,Bill Payment,Bangalore,MMK,False
TXN-20240116-0000040,WALL-0045687,MERCH-00023,PM-02,DEV-01,2024-01-16 15:22:18,13.79,0.0276,0.2759,1,Success,Purchase,Islamabad,PKR,False
TXN-20240116-0000041,WALL-0068928,MERCH-00224,PM-01,DEV-01,2024-01-16 16:24:51,13.71,0.0,0.0,1,Success,Purchase,Lahore,PKR,False
TXN-20240116-0000042,WALL-0065841,MERCH-00372,PM-01,DEV-03,2024-01-16 19:57:10,64.27,0.0,0.0,6,Success,Purchase,Taunggyi,MMK,False
TXN-20240116-0000043,WALL-0133699,MERCH-00319,PM-01,DEV-05,2024-01-16 13:04:48,37.38,0.0,0.0,3,Success,Bill Payment,Bago,THB,False
TXN-20240116-0000044,WALL-0013273,MERCH-00096,PM-01,DEV-03,2024-01-16 17:34:23,29.52,0.0,0.0,2,Success,Purchase,Da Nang,VND,False
TXN-20240116-0000045,WALL-0084826,MERCH-00130,PM-04,DEV-02,2024-01-16 23:57:18,91.19,1.8239,0.0,9,Success,Purchase,Kuala Lumpur,MMK,False
TXN-20240116-0000046,WALL-0141900,MERCH-00400,PM-02,DEV-01,2024-01-16 06:46:49,34.97,0.0699,0.0,3,Success,Purchase,Karachi,PKR,False
TXN-20240116-0000047,WALL-0068941,MERCH-00396,PM-03,DEV-01,2024-01-16 19:48:02,52.09,0.4167,0.0,5,Success,Purchase,Taunggyi,MMK,False
TXN-20240116-0000048,WALL-0135168,MERCH-00327,PM-04,DEV-01,2024-01-16 10:40:14,35.15,0.703,0.0,3,Success,Bill Payment,Lahore,MMK,False
TXN-20240116-0000049,WALL-0119606,MERCH-00169,PM-04,DEV-01,2024-01-16 16:36:07,47.93,0.9586,2.3966,4,Success,Purchase,Jakarta,IDR,False
TXN-20240116-0000050,WALL-0112824,MERCH-00189,PM-04,DEV-01,2024-01-16 21:44:55,161.86,3.2372,8.0929,16,Success,Purchase,Naypyidaw,MMK,False
TXN-20240116-0000051,WALL-0039360,MERCH-00389,PM-01,DEV-01,2024-01-16 16:09:25,89.37,0.0,0.0,8,Success,Purchase,Hanoi,PHP,False
TXN-20240116-0000052,WALL-0066687,MERCH-00292,PM-02,DEV-02,2024-01-16 14:42:22,961.78,1.9236,76.9422,192,Success,Purchase,Da Nang,VND,False
TXN-20240116-0000053,WALL-0037079,MERCH-00007,PM-01,DEV-01,2024-01-16 18:34:53,14.94,0.0,0.2987,1,Success,Purchase,Davao,PHP,False
TXN-20240116-0000054,WALL-0125122,MERCH-00011,PM-01,DEV-02,2024-01-16 14:16:55,48.33,0.0,0.9666,4,Success,Purchase,Ahmedabad,MMK,False
TXN-20240116-0000055,WALL-0139286,MERCH-00011,PM-01,DEV-01,2024-01-16 19:42:01,18.68,0.0,0.3736,1,Success,Purchase,Hyderabad,INR,False
TXN-20240116-0000056,WALL-0025293,MERCH-00121,PM-01,DEV-01,2024-01-16 21:26:01,60.47,0.0,0.0,6,Success,Purchase,Siem Reap,KHR,False
TXN-20240116-0000057,WALL-0047030,MERCH-00404,PM-02,DEV-01,2024-01-16 18:03:48,64.27,0.1285,0.0,6,Success,Payment,Mawlamyine,MMK,False
TXN-20240116-0000058,WALL-0071125,MERCH-00205,PM-01,DEV-04,2024-01-16 03:22:13,25.58,0.0,0.0,2,Success,Purchase,Yangon,MMK,False
TXN-20240116-0000059,WALL-0028169,MERCH-00262,PM-01,DEV-02,2024-01-16 17:13:06,32.44,0.0,0.0,3,Success,Subscription,Siem Reap,KHR,False
TXN-20240116-0000060,WALL-0002830,MERCH-00009,PM-02,DEV-01,2024-01-16 08:23:55,12.87,0.0257,0.2573,1,Success,Purchase,Phuket,INR,False
TXN-20240116-0000061,WALL-0086074,MERCH-00102,PM-02,DEV-01,2024-01-16 13:50:46,17.69,0.0354,0.0,1,Success,Purchase,Mumbai,INR,False
TXN-20240116-0000062,WALL-0116570,MERCH-00101,PM-03,DEV-02,2024-01-16 18:46:11,67.24,0.5379,0.0,6,Success,Purchase,Khon Kaen,THB,False
TXN-20240116-0000063,WALL-0010423,MERCH-00263,PM-05,DEV-01,2024-01-16 14:59:54,11.86,0.0,0.0,1,Success,Subscription,Pattaya,VND,False
TXN-20240116-0000064,WALL-0067778,MERCH-00400,PM-01,DEV-03,2024-01-16 02:21:24,44.57,0.0,0.0,4,Success,Purchase,Mawlamyine,MMK,False
TXN-20240116-0000065,WALL-0053893,MERCH-00004,PM-01,DEV-01,2024-01-16 17:21:34,11.21,0.0,0.2242,1,Success,Purchase,Kathmandu,NPR,False
TXN-20240116-0000066,WALL-0131842,MERCH-00479,PM-02,DEV-01,2024-01-16 16:04:32,137.43,0.2749,0.0,13,Success,Payment,Yangon,MMK,False
TXN-20240116-0000067,WALL-0007425,MERCH-00171,PM-05,DEV-01,2024-01-16 11:34:22,174.78,0.0,0.0,0,Failed,Purchase,Kuala Lumpur,MMK,False
TXN-20240116-0000068,WALL-0007669,MERCH-00376,PM-04,DEV-01,2024-01-16 09:42:23,54.07,1.0813,0.0,5,Success,Purchase,Taunggyi,MMK,False
TXN-20240116-0000069,WALL-0143716,MERCH-00439,PM-01,DEV-01,2024-01-16 19:52:31,111.45,0.0,0.0,11,Success,Tax Payment,Yangon,MMK,False
TXN-20240116-0000070,WALL-0002783,MERCH-00008,PM-04,DEV-01,2024-01-16 16:14:06,44.33,0.8866,0.8866,4,Success,Purchase,Jaipur,INR,False
TXN-20240116-0000071,WALL-0109308,MERCH-00223,PM-04,DEV-03,2024-01-16 20:20:06,15.39,0.3079,0.0,1,Success,Purchase,Lahore,PKR,False
TXN-20240116-0000072,WALL-0104486,MERCH-00097,PM-01,DEV-03,2024-01-16 21:15:34,34.47,0.0,0.0,3,Success,Purchase,Pattaya,THB,False
TXN-20240116-0000073,WALL-0090283,MERCH-00320,PM-03,DEV-02,2024-01-16 15:40:02,58.72,0.4697,0.0,5,Success,Bill Payment,Chittagong,BDT,False
TXN-20240116-0000074,WALL-0108038,MERCH-00043,PM-02,DEV-03,2024-01-16 08:49:05,24.94,0.0499,0.4987,2,Success,Purchase,Kuala Lumpur,MYR,False
TXN-20240116-0000075,WALL-0037862,MERCH-00028,PM-01,DEV-01,2024-01-16 07:15:16,18.68,0.0,0.3736,1,Success,Purchase,Phnom Penh,KHR,False
TXN-20240116-0000076,WALL-0087502,MERCH-00417,PM-05,DEV-01,2024-01-16 13:25:13,21.96,0.0,0.0,2,Success,Payment,Bago,MMK,False
TXN-20240116-0000077,WALL-0081438,MERCH-00445,PM-01,DEV-01,2024-01-16 08:37:03,50.0,0.0,0.0,5,Success,Tax Payment,Kathmandu,NPR,False
